,song,predict
8356,Run Into You-Clara Mae.wav,30
8357,"Slow Grenade-Ellie Goulding, Lauv.wav",30
8358,"This is Us-Jimmie Allen, Noah Cyrus.wav",20
8359,Forgive Myself-Griff.wav,11
8360,"Bang My Head-KIDDO, JIM OUMA.wav",23
8361,Mistakes-Tove Styrke.wav,20
8362,I Still Do-Kiiara.wav,31
8363,"A Letter To My Younger Self-Quinn XCII, Logic.wav",34
8364,Love Me Land-Zara Larsson.wav,21
8365,"EXHALE (feat. Sia)-kenzie, Sia.wav",26
8366,Bloodstone-Guy Sebastian.wav,21
8367,Back In The Summer-Max Frost.wav,21
8368,오늘은 괜찮아-김세정.wav,8
8369,Take You Dancing-Jason Derulo.wav,25
8370,"Middle Finger-Phoebe Ryan, Quinn XCII.wav",25
8371,Hurts 2B Human (feat. Khalid)-P!nk.wav,11
8372,Didn't I-OneRepublic.wav,11
8373,Take Care of You-Ella Henderson.wav,11
8374,Married In Vegas-The Vamps.wav,1
8375,ROYALTY-ILIRA.wav,21
8376,"Sun In Our Eyes-MØ, Diplo.wav",11
8377,Last Christmas-Various Artists.wav,0
8378,다른 남자 말고 너-미쓰에이.wav,25
8379,링마벨 (Ring My Bell)-걸스데이.wav,20
8380,"그냥 (Just)-Zion.T, Crush.wav",7
8381,"슬픔 속에 그댈 지워야만 해-정승환, 박윤하.wav",15
8382,"모르나봐-소유 (SOYOU), 브라더수.wav",1
8383,금요일에 만나요 (Feat. 장이정 Of HISTORY)-아이유.wav,11
8384,"팔베개 (Feat. 기현) (Pillow)-소유 (SOYOU), 기리보이.wav",23
8385,"맙소사-황태지 (황광희, 태양, 지드래곤).wav",20
8386,맨정신-BIGBANG.wav,20
8387,SHAKE IT-씨스타.wav,22
8388,두사랑 (Feat. 매드클라운)-다비치.wav,23
8389,사월의 눈-허각.wav,1
8390,사뿐사뿐-AOA.wav,33
8391,연예할래-박보람.wav,21
8392,와리가리-혁오 (HYUKOH).wav,23
8393,"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)-에픽하이 (EPIK HIGH).wav",18
8394,"레옹-이유 갓지(GOD G) 않은 이유 (박명수, 아이유).wav",20
8395,사랑에 빠지고 싶다-정승환.wav,8
8396,Honesty-Pink Sweat$.wav,11
8397,IDGAF-Dua Lipa.wav,11
8398,Despacito (Feat. Daddy Yankee)-Luis Fonsi.wav,30
8399,How Long-Charlie Puth.wav,1
8400,Tango-Abir.wav,21
8401,Havana (Feat. Young Thug)-Camila Cabello.wav,1
8402,Perfect-Ed Sheeran.wav,11
8403,idontwannabeyouanymore-Billie Eilish.wav,11
8404,Despacito-J.Fla.wav,11
8405,We Don't Talk Anymore (Feat. Selena Gomez)-Charlie Puth.wav,0
8406,Goodbyes (Feat. Young Thug)-Post Malone.wav,1
8407,"I Don't Care-Ed Sheeran, Justin Bieber.wav",21
8408,Uptown Funk (Feat. Bruno Mars)-Mark Ronson.wav,21
8409,7 Years-Lukas Graham.wav,11
8410,"FRIENDS-Marshmello, Anne-Marie.wav",30
8411,"Stay-Zedd, Alessia Cara.wav",21
8412,Shape of You-Ed Sheeran.wav,23
8413,Wow.-Post Malone.wav,31
8414,Myself (Explicit Ver.)-Post Malone.wav,0
8415,Sugar-Maroon 5.wav,9
8416,ypsilon (Max Cooper's '19 Remix)-Olafur Arnalds.wav,0
8417,ME! (Feat. Brendon Urie)-Taylor Swift.wav,27
8418,눈사람-정승환.wav,15
8419,사랑을 했다 (LOVE SCENARIO)-iKON.wav,23
8420,Only Want You-Rita Ora.wav,1
8421,Persuasion - Jane Austen Part 1 of 2-DBS Audiobooks.wav,1
8422,Persuasion - Jane Austen Part 2 of 2-DBS Audiobooks.wav,8
8423,The Curious Case of Benjamin Button - F Scott Fitzgerald-DBS Audiobooks.wav,8
8424,과제곡 (교수님 죄송합니다)-이무진.wav,6
8425,"이 노래가 (스터디그룹 X 김승민, Skinny Brown)-김승민, Skinny Brown.wav",22
8426,삠삠 (BEAM BEAM)-전소연.wav,25
8427,들려주고 싶었던-이승윤.wav,4
8428,비가 오는 날엔 (2021)-헤이즈 (Heize).wav,1
8429,안녕 (Hello)-조이 (JOY).wav,22
8430,굴뚝마을의 푸펠-이무진.wav,14
8431,똥 밟았네-레트로봇.wav,21
8432,실버판테온-장범준.wav,5
8433,사랑한다 말로는 담을 수 없는 너 (그게 너였으면 좋겠다 X 임한별)-임한별.wav,23
8434,My Side-메카.wav,12
8435,후애-메카.wav,22
8436,My Side (Remix)-메카.wav,4
8437,후회 (Remix)-메카.wav,20
8438,Go Go Go-메카.wav,1
8439,Lonely Night-메카.wav,4
8440,나의 이야기-메카.wav,4
8441,후회-메카.wav,20
8442,널 잊은거야-메카.wav,11
8443,이쉬마르 (널 지켜줄께)-메카.wav,17
8444,모닝글로리(Morning Glory)-로켓 다이어리.wav,29
8445,이게 나야 (Feat. CHANGMO (창모))-한요한.wav,20
8446,바람이 불어오는 곳-김광석.wav,0
8447,내 마음에 비친 내 모습-유재하.wav,6
8448,가로수 그늘 아래서면-이문세.wav,0
8449,바람에 옷깃이 날리듯-이상우.wav,5
8450,혜화동-동물원.wav,5
8451,살다보면-권진원.wav,0
8452,이방인(異邦人)-전람회.wav,6
8453,가을편지-양희은.wav,1
8454,산골 소년의 사랑이야기-예민.wav,1
8455,당신은 천사와 커피를 마셔본 적이 있습니까-김성호.wav,2
8456,흐린 가을 하늘에 편지를 써-김광석.wav,10
8457,나 항상 그대를-이선희.wav,14
8458,사랑일기-시인과 촌장.wav,14
8459,아침향기-김현철.wav,6
8460,돌아오는 계절에는-오석준.wav,10
8461,슬픈 표정 하지 말아요-신해철.wav,11
8462,그런 날에는-어떤날.wav,10
8463,언제나 그대 내곁에 (응답하라 1988 삽입곡)-김현식.wav,3
8464,그대 돌아오는 날까지-이은하.wav,5
8465,이층집 소녀-윤종신.wav,7
8466,우울한 편지-유재하.wav,6
8467,잊혀진 계절-이용.wav,6
8468,시청 앞 지하철 역에서-동물원.wav,5
8469,사랑 그 아름답고 소중한 얘기들 (CF - 포스코 For happiness 편)-배철수.wav,41
8470,이별여행-원미연.wav,1
8471,가을이 지나가는 길목에서-황치훈.wav,11
8472,바람의 노래-조용필.wav,0
8473,그 아픔까지 사랑한거야-조정현.wav,5
8474,우리집-2PM.wav,40
8475,Decalcomanie (데칼코마니)-마마무 (Mamamoo).wav,22
8476,위아래-EXID.wav,0
8477,REALLY REALLY-WINNER.wav,36
8478,Lion Heart-소녀시대 (GIRLS' GENERATION).wav,22
8479,빛나리-펜타곤.wav,21
8480,이루리-우주소녀.wav,4
8481,Ah-Choo-러블리즈.wav,21
8482,OOH-AHH하게-TWICE (트와이스).wav,33
8483,내꺼하자-인피니트.wav,4
8484,시끄러-유키스.wav,3
8485,PICK ME-PRODUCE 101.wav,4
8486,빠빠빠-크레용팝.wav,21
8487,BENCH (with Zion.T)-AKMU (악뮤).wav,20
8488,Mosart-창모 (CHANGMO).wav,11
8489,사나이 (Sanai) (Feat. Don Mills)-창모 (CHANGMO).wav,23
8490,Astronaut In The Ocean-Masked Wolf.wav,21
8491,계단말고 엘리베이터-임영웅.wav,20
8492,"Hey Mama (Feat. Nicki Minaj, Bebe Rexha & Afrojack)-David Guetta.wav",0
8493,어떻게 지내 (Prod. By VAN.C)-오반.wav,23
8494,라라라-SG 워너비.wav,10
8495,사랑의 아픔 딛고-임영웅.wav,3
8496,고백-장범준.wav,9
8497,LALISA-리사 (LISA).wav,21
8498,미워요-임영웅.wav,3
8499,VVS (Feat. JUSTHIS) (Prod. GroovyRoom)-미란이 (Mirani).wav,25
8500,Memories-Maroon 5.wav,1
8501,사랑이라 쓰고 아픔이라 부른다-서인영.wav,11
8502,못된 여자 (Feat. 서인영)-원투.wav,33
8503,all the kids are depressed-Jeremy Zucker.wav,7
8504,Lovers On The Moon-AJ Mitchell.wav,31
8505,"Butterflies-MAX, Ali Gatie.wav",11
8506,"always, i'll care-Jeremy Zucker.wav",42
8507,10°0' 0° N 118°50 0° E (Feat. ASH ISLAND)-김승민.wav,19
8508,Every Second-Mina Okabe.wav,11
8509,Bright Blue Skies-Mitch James.wav,23
8510,Like Strangers Do-AJ Mitchell.wav,11
8511,소년은 커다란 모험 앞에 서있다-세진.wav,11
8512,Title-Meghan Trainor.wav,23
8513,도쿄 (Feat. 유라 (youra))-기리보이.wav,11
8514,"Young, Wild & Free (Feat. Bruno Mars)-Snoop Dogg, Wiz Khalifa.wav",23
8515,"BLUE MOON (Prod. GroovyRoom)-효린, 창모 (CHANGMO).wav",19
8516,Because-ASH ISLAND.wav,23
8517,With U-Mizmo.wav,30
8518,That's What I Like-Bruno Mars.wav,25
8519,Sucker for You-Matt Terry.wav,28
8520,The Lazy Song-Bruno Mars.wav,23
8521,교통정리 (Feat. 헤이즈)-기리보이.wav,1
8522,Error (Feat. Loopy)-ASH ISLAND.wav,1
8523,닫힌엔딩 (Closed Ending)-숀 (SHAUN).wav,27
8524,10년 후 (Feat. Paloalto) (Prod. Minit)-BIG Naughty (서동현).wav,23
8525,"This Is Me-Keala Settle, The Greatest Showman Ensemble.wav",5
8526,party is over-기리보이.wav,22
8527,Love Maze-방탄소년단.wav,36
8528,double take-Dhruv.wav,11
8529,"Yours (Feat. 이하이, 창모)-Raiden, 찬열 (CHANYEOL).wav",19
8530,꽃 (Prod. AVIN)-김하온 (HAON).wav,21
8531,Last Birthday (Explicit Ver.)-Valley.wav,13
8532,FLYING HIGH WITH U-빈첸.wav,20
8533,화요일에 비가 내리면-박미경.wav,0
8534,그냥 걸었어-임종환.wav,9
8535,비오는 날의 슬픈 노래-서지원.wav,3
8536,내 사랑아-이종현.wav,0
8537,비와 외로움-바람꽃.wav,14
8538,잃어버린 우산-이수영.wav,23
8539,비는... 하늘의 눈물-코요태.wav,17
8540,사랑비-김태우.wav,13
8541,여우비-이선희.wav,0
8542,소나기-아이오아이 (I.O.I).wav,11
8543,Rain Drop-아이유.wav,1
8544,추운 비-4minute.wav,19
8545,빗속에서-어쿠스틱 콜라보.wav,1
8546,Love Rain (Feat. 수란)-유주 (YUJU).wav,23
8547,Everything Is Everything-Sevdaliza.wav,23
8548,Lone-LAR.wav,11
8549,Dancing On My Own-Braaten.wav,27
8550,"Lonely-Nexeri, Nomeli.wav",11
8551,"Nothing To You-SANDMO, Vinil, Foxa.wav",1
8552,"Can We At Least Pretend-SANDMO, Vinil.wav",11
8553,You've Got The Love-Y.V.E. 48.wav,4
8554,"Far from You (Desno Remix) (Feat. Shago)-Mellark Hoonds, Chris Ander.wav",20
8555,"Don't Pass Me By-Jako Diaz, Hannah Young.wav",11
8556,"Chasing Stars (Feat. James Bay)-Alesso, Marshmello.wav",23
8557,Have You Ever Seen The Rain (feat. Music Travel Love)-Horizon Blue.wav,11
8558,If The World Should Ever Stop-JP Cooper.wav,1
8559,"There For Me-Braaten, Victor Perry.wav",11
8560,"Memory-Kane Brown, blackbear.wav",23
8561,i'm so tired...-Daniel Santoro.wav,23
8562,"Love Me-Kize, Garry B.wav",13
8563,"Sky Blue-Jako Diaz, Shyam P.wav",27
8564,"Feel So Right-KHEMIS, Nicholas Roberts.wav",19
8565,Escape (Feat. Satellite Empire)-Sebastien.wav,23
8566,"Thinkin Bout You-Nightcall, Vi Anabella Kara.wav",30
8567,cigarettes of ours-Ardhito Pramono.wav,1
8568,"Slow-Collective Arts (콜렉티브아츠), ecru (에크루).wav",11
8569,Don't Matter-Lydia Lee.wav,23
8570,그놈의 별 (Feat. 헤이즈)-SURAN (수란).wav,11
8571,비 그리고 너-범키.wav,1
8572,Blurry-Khole.wav,1
8573,사진첩 (Your memory)-케이시 (Kassy).wav,11
8574,Tequila (Live in Aspen)-Music Travel Love.wav,13
8575,어제처럼-제이.wav,19
8576,Sorry Seems To Be The Hardest Word (Featuring Elton John)-Blue.wav,5
8577,Nothing Else-Angus & Julia Stone.wav,1
8578,i like you-로쿠 (roku).wav,4
8579,seasonal depression-mxmtoon.wav,8
8580,Butterfly-소규모 아카시아 밴드.wav,5
8581,추억 상자 (Acoustic ver.)-한올.wav,43
8582,"Alone-Collective Arts (콜렉티브아츠), 김현창.wav",5
8583,니가 잠든 사이에 나는-다린.wav,14
8584,MOON-유하정.wav,8
8585,너와 나의 이야기 (feat. 묘수)-마끼아또 (Machiato).wav,11
8586,모과나무-요조.wav,5
8587,yesterday-heyden.wav,8
8588,Stupid Love-마틴스미스.wav,13
8589,Blue bird-윤지영.wav,11
8590,로맨틱한 바람-몽니.wav,13
8591,Jane-LAUNDRY DAY.wav,11
8592,Thoughts-Sasha Sloan.wav,11
8593,Love Falling (Feat. 이삭 Of Type : B)-플라스틱.wav,1
8594,날씨도 좋은데 (With 임동현)-타코앤제이형.wav,19
8595,"Older-Shallou, Daya.wav",11
8596,Good Time-Niko Moon.wav,23
8597,똑같은 이별을 한 거야-박연.wav,11
8598,그럴리 없어요-커피소년.wav,1
8599,Home Alone-beabadoobee.wav,1
8600,Cringe-Hales Corner.wav,3
8601,"마음이 그래-개코, 권진아.wav",11
8602,보물-Colde (콜드).wav,1
8603,BRB-Mahalia.wav,11
8604,Loving (Acoustic)-Surfaces.wav,1
8605,"너보다 좋은건 없을거야-베리 (Rocoberry), 달빛정원.wav",0
8606,"달빛 제주-셋다른 (THREE, Different).wav",1
8607,"good night-김기원, 권여름.wav",1
8608,Maybe Don't (feat. JP Saxe) [Acoustic]-Maisie Peters.wav,17
8609,How Do I Feel-Phil Good.wav,0
8610,별 수 있니-이예린.wav,7
8611,힘들어하는 너에게-우예린.wav,14
8612,I Gave It All-Aquilo.wav,1
8613,We All Have (feat. Matt Berninger)-Julia Stone.wav,11
8614,"아이보리-가을방학, 에피톤 프로젝트.wav",11
8615,Home-가호 (Gaho).wav,1
8616,Be My Baby-윈터플레이.wav,11
8617,"change ur mind-Sarcastic Sounds, Claire Rosinkranz, Clinton Kane.wav",30
8618,기억과 기억 사이-엘(L).wav,17
8619,바람불면 생각이 많이 나 (feat. DJ Deborah)-더 데이지 (The Daisy).wav,23
8620,Passcode (Stripped)-Jannine Weigel.wav,21
8621,For Evans-Jamba OJ.wav,1
8622,온기-뮤트(mu:te).wav,2
8623,One Love-러브홀릭.wav,1
8624,Bow Down (Acoustic)-Louis Mattrs.wav,1
8625,We Are One-Kelly Sweet.wav,5
8626,별빛눈물-김유경.wav,1
8627,은하수-스트레이 (The Stray).wav,1
8628,It Will Never Mend-Sezairi.wav,1
8629,Tin Man (Album)-Miranda Lambert.wav,5
8630,Running Up That Hill-Georgia.wav,22
8631,"Live Forever (Mahalo Remix)-Liam Payne, Cheat Codes.wav",23
8632,Sad Songs (feat. L Devine)-Route 94.wav,21
8633,"Sweet Dreams-Aexcit, INFINITY.wav",20
8634,Keep You Close (Anthony Keyrouz Remix) (feat. WHO SHE)-Damaui.wav,13
8635,"I Just Wanna Dance-Coldabank, Freedo.wav",22
8636,All Of My Heart-Sick Individuals.wav,20
8637,Freefall-Mark Star.wav,23
8638,"Where The Lights Are Low (Mike Williams Remix)-Toby Romeo, Felix Jaehn, Faulhaber.wav",4
8639,"Don't Know Me-Thomas Nan, Max Vermeulen.wav",22
8640,Third Eye (feat. Lydia Lyon)-Tom Westy.wav,22
8641,Close To Somebody (feat. katie MAC)-Steam Phunk.wav,20
8642,I Don't Wanna Know (Alex Adair Remix)-Silience.wav,20
8643,"Don't Let Me Go-Rozzen, Wolsh.wav",-1
8644,"Without You-Bad Habits, Censse.wav",13
8645,Pictures-Alex Schulz.wav,27
8646,"Don't Mind-Zack Merci, Julen.wav",21
8647,Where We Are (feat. ES.Kay)-Hades.wav,22
8648,Breaking Bad-Swizznife.wav,25
8649,I Don't Fuck With You (Hoved Remix)-Luca Schreiner.wav,13
8650,"Free Me-Kandy, Bright Lights.wav",22
8651,"물-이적, 이승윤.wav",10
8652,"Heaven-에일리(Ailee), 이무진.wav",15
8653,U & I-이무진.wav,5
8654,"사랑 안 해-백지영, 이무진.wav",1
8655,"금지된 사랑-김경호, 정홍일.wav",1
8656,말리꽃-정홍일.wav,6
8657,"넌 내게 반했어-노브레인, 이승윤.wav",6
8658,Annie-이무진.wav,15
8659,와인-정홍일.wav,5
8660,거짓말 거짓말 거짓말-정홍일.wav,6
8661,빨래-이무진.wav,6
8662,"위로-김범수, 이승윤.wav",5
8663,소녀시대-이무진.wav,10
8664,"워커홀릭-윤종신, 정홍일.wav",6
8665,보고 싶다-정홍일.wav,5
8666,아모르 파티-이승윤.wav,41
8667,사랑 그 쓸쓸함에 대하여-정홍일.wav,43
8668,수은등-이무진.wav,5
8669,"못다한 노래-양희은, 이승윤, 정홍일, 이무진, 이소정.wav",6
8670,집 밥-이무진.wav,11
8671,하늘을 달리다-YEGNY (최예근).wav,5
8672,꽃병-이무진.wav,6
8673,그대랑-서영주.wav,10
8674,망고쉐이크-이승윤.wav,10
8675,너에게 간다-이정권.wav,2
8676,오늘도 난-한승윤.wav,5
8677,Dash-태호 (TAE HO).wav,1
8678,To Me-이소정.wav,11
8679,4월-이승윤.wav,14
8680,하얀 목련-이소정.wav,1
8681,고속도로 Romance-태호 (TAE HO).wav,10
8682,영동 부르스-김준휘.wav,5
8683,칼-정홍일.wav,5
8684,"잊을께-너도 나도 너드(한승윤,서영주).wav",5
8685,사랑 Two-이승윤.wav,6
8686,누구 없소-이무진.wav,14
8687,"우리의 밤은 당신의 낮보다 아름답다-너도 나도 너드(한승윤,서영주).wav",16
8688,내 마음에 주단을 깔고-이승윤.wav,7
8689,Honey-이승윤.wav,7
8690,그대는 어디에-정홍일.wav,15
8691,Chitty Chitty Bang Bang-이승윤.wav,22
8692,휘파람-이무진.wav,15
8693,바람-이정권.wav,6
8694,개여울-유미.wav,15
8695,비상-이소정.wav,7
8696,너였다면-유미.wav,11
8697,해야-정홍일.wav,6
8698,봄여름가을겨울-태호 (TAE HO).wav,7
8699,내 사람이여-서영주.wav,15
8700,Maria-정홍일.wav,7
8701,걷고 싶다-요아리.wav,5
8702,여우비-태호 (TAE HO).wav,17
8703,날아-이정권.wav,6
8704,기억만이라도-천단비.wav,11
8705,Irony-YEGNY (최예근).wav,14
8706,사랑이 지나가면-김준휘.wav,11
8707,"오늘 하루-위 올 하이(요아리, 하진).wav",7
8708,너에게로 또 다시-한승윤.wav,16
8709,Lonely Night-김진웅.wav,20
8710,그리움만 쌓이네-이민관.wav,6
8711,안녕-요아리.wav,15
8712,사랑 사랑 사랑-태호 (TAE HO).wav,0
8713,바다에 누워-이무진.wav,11
8714,미아(迷兒)-이정권.wav,6
8715,비나리-유미.wav,1
8716,못다핀 꽃 한송이-정홍일.wav,7
8717,태양계-다린.wav,1
8718,제발-정홍일.wav,14
8719,골목길-이무진.wav,6
8720,"개구장이-강력한 운명(최예근, 사이로).wav",11
8721,Piano Man-벤티 (venti).wav,27
8722,삐삐-YEGNY (최예근).wav,23
8723,리베카-태호 (TAE HO).wav,14
8724,가시나무-윤설하.wav,15
8725,바다 끝-이정권.wav,15
8726,터-재주소년.wav,0
8727,살아야지-김준휘.wav,15
8728,"불꽃처럼-우정은 언제나 목마르다(유미,지선).wav",7
8729,"어머님이 누구니-부모님이 누구니(태호,윤영아).wav",5
8730,MOON-요아리.wav,15
8731,"그 또한 내 삶인데-씨 유 어게인(이정권,다린).wav",6
8732,"비오는 날의 수채화-180(이민관, 천단비).wav",17
8733,사랑 그 쓸쓸함에 대하여-하진 (HAJIN).wav,11
8734,"한바탕 웃음으로-아담스(초아,신민정).wav",8
8735,"아름다운 강산-이선희, 이무진.wav",41
8736,"인연-이선희, 정홍일.wav",7
8737,"J에게-이선희, 이승윤.wav",2
8738,아름다운 강산-이선희.wav,3
8739,인연-이선희.wav,5
8740,J에게-이선희.wav,6
8741,잊을께-YB.wav,20
8742,사랑 Two-윤도현.wav,10
8743,칼-YB.wav,12
8744,U & I-에일리(Ailee).wav,21
8745,와인(迗人)-김경호.wav,11
8746,Heaven-에일리(Ailee).wav,11
8747,금지된 사랑-김경호.wav,5
8748,넌 내게 반했어-노브레인.wav,4
8749,고속도로 로맨스-윤종신.wav,22
8750,너에게 간다-윤종신.wav,9
8751,망고쉐이크 (With 015B)-윤종신.wav,20
8752,"워커홀릭-하동균, 윤종신.wav",1
8753,빨래-이적.wav,5
8754,거짓말 거짓말 거짓말-이적.wav,5
8755,그대랑-이적.wav,9
8756,물-이적.wav,29
8757,Dash-백지영.wav,4
8758,수은등-김연자.wav,10
8759,아모르 파티-김연자.wav,22
8760,소녀시대-이승철.wav,20
8761,오늘도 난-이승철.wav,22
8762,"집 밥 (Feat. 긱스, 이희선여사)-김범수.wav",1
8763,To Me-김범수.wav,1
8764,위로-김범수.wav,11
8765,"꽃병-양희은, 이적.wav",15
8766,하얀 목련-양희은.wav,1
8767,"4월-양희은, 강승원.wav",7
8768,사랑 그 쓸쓸함에 대하여-양희은.wav,1
8769,못다한 노래-양희은.wav,6
8770,Hua Hua-Cosmos People.wav,0
8771,刻在我心底的名字-電影 '刻在你心底的名字'主題曲 (Your Name Engraved Herein-영화'Your Name Engraved Herein' 주제곡)-Crowd Lu (盧廣仲).wav,11
8772,致姍姍來遲的你-阿肆.wav,1
8773,"Love Song-Khalil Fong (방대동, 方大同).wav",13
8774,Practice Love-임준걸 (JJ Lin).wav,5
8775,兜圈-林宥嘉.wav,14
8776,"I'm Not Sorry (The movie theme song of ""Love Talk"")-A-Lin.wav",8
8777,Someday or One Day-손성희.wav,1
8778,Moving On-Yoyo Sham.wav,8
8779,"애애애 (愛愛愛)-Khalil Fong (방대동, 方大同).wav",14
8780,Quietly (Insert Song of TV Drama 'Entrepreneurial Age')-A-Lin.wav,7
8781,Suddenly Missing You-Lala Hsu.wav,6
8782,稀有植物 (Unique Plant)-손성희.wav,13
8783,最初的記憶（《夏至未至》電視劇片尾曲）-徐佳瑩.wav,15
8784,Ginger (feat. Burna Boy)-WizKid.wav,25
8785,Essence-WizKid.wav,23
8786,Blessed (feat. Damian Marley)-WizKid.wav,25
8787,1 Milli-Davido.wav,21
8788,D & G (feat. Summer Walker)-Davido.wav,21
8789,"Blow My Mind-Davido, Chris Brown.wav",33
8790,Company-Davido.wav,21
8791,"Come Over (feat. Popcaan)-Jorja Smith, Popcaan.wav",23
8792,"Lose Yourself (From ""8 Mile"" Soundtrack) (Explicit Ver.)-Eminem.wav",1
8793,Love The Way You Lie (Feat. Rihanna) (Explicit Ver.)-Eminem.wav,11
8794,Without Me (Explicit Ver.)-Eminem.wav,21
8795,The Monster (Feat. Rihanna) (Explicit Ver.)-Eminem.wav,1
8796,Rap God-Eminem.wav,0
8797,Stan (Feat. Dido) (Explicit Ver.)-Eminem.wav,11
8798,Shake That (Feat. Nate Dogg) (Explicit Ver.)-Eminem.wav,9
8799,Love The Way You Lie (Feat. Rihanna)-Eminem.wav,11
8800,Venom (Music From The Motion Picture)-Eminem.wav,4
8801,Lose Yourself (Soundtrack Version)-Eminem.wav,30
8802,Not Afraid-Eminem.wav,3
8803,Gnat (Explicit Ver.)-Eminem.wav,21
8804,Kings Never Die (Feat. Gwen Stefani)-Eminem.wav,4
8805,8 Mile (Soundtrack Version (Edit))-Eminem.wav,29
8806,The Real Slim Shady (Explicit Ver.)-Eminem.wav,23
8807,Lucky You (Feat. Joyner Lucas) (Explicit Ver.)-Eminem.wav,8
8808,Killshot-Eminem.wav,31
8809,When I'm Gone (Explicit Ver.)-Eminem.wav,20
8810,Mockingbird (Explicit Ver.)-Eminem.wav,22
8811,Superman (Feat. Dina Rae) (Explicit Ver.)-Eminem.wav,22
8812,"Shake That (Remix) (Album Version (Explicit)) (Explicit Ver.)-Nate Dogg, Eminem, Obie Trice, Bobby Creekwater.wav",22
8813,River (Feat. Ed Sheeran) (Explicit Ver.)-Eminem.wav,11
8814,'Till I Collapse (Feat. Nate Dogg) (Explicit Ver.)-Eminem.wav,20
8815,"Forever (Album Version (Explicit)) (Explicit Ver.)-Drake, Kanye West, Lil Wayne, Eminem.wav",20
8816,My Name Is-Eminem.wav,21
8817,"Stan (Live At 43rd Grammy Awards)-Eminem, Elton John.wav",3
8818,Crack A Bottle (Feat. Dr. Dre & 50 Cent) (Explicit Ver.)-Eminem.wav,22
8819,Beautiful (Explicit Ver.)-Eminem.wav,5
8820,Kill You (Explicit Ver.)-Eminem.wav,11
8821,Shake That (Radio Edit) (Feat. Nate Dogg)-Eminem.wav,22
8822,No Love (Feat. Lil Wayne) (Explicit Ver.)-Eminem.wav,4
8823,"You Don't Know (Explicit Ver.)-Eminem, 50 Cent, Cashis, Lloyd Banks.wav",20
8824,Business (Explicit Ver.)-Eminem.wav,21
8825,"Walk On Water (Feat. Beyoncé) (Explicit Ver.)-Eminem, Beyonce.wav",11
8826,"Black Magic (Explicit Ver.)-Eminem, Skylar Grey.wav",22
8827,Sing For The Moment (Explicit Ver.)-Eminem.wav,20
8828,Rap God (Explicit Ver.)-Eminem.wav,0
8829,Higher (Explicit Ver.)-Eminem.wav,3
8830,Those Kinda Nights (Feat. Ed Sheeran)-Eminem.wav,25
8831,Not Afraid (Explicit Ver.)-Eminem.wav,20
8832,Zeus (Explicit Ver.)-Eminem.wav,26
8833,Killer (Explicit Ver.)-Eminem.wav,26
8834,FACK (Explicit Ver.)-Eminem.wav,22
8835,Venom (Music From The Motion Picture) (Explicit Ver.)-Eminem.wav,4
8836,Book of Rhymes (Feat. DJ Premier) (Explicit Ver.)-Eminem.wav,25
8837,Darkness-Eminem.wav,20
8838,The Way I Am (Explicit Ver.)-Eminem.wav,3
8839,Godzilla (Feat. Juice WRLD) (Explicit Ver.)-Eminem.wav,26
8840,"Go To Sleep (Album Version (Explicit))-Eminem, DMX, Obie Trice.wav",22
8841,Kamikaze (Explicit Ver.)-Eminem.wav,21
8842,Rabbit Run (Soundtrack Version (Edit))-Eminem.wav,22
8843,Alfred’s Theme (Explicit Ver.)-Eminem.wav,40
8844,Space Bound (Explicit Ver.)-Eminem.wav,20
8845,Love Game (Feat. Kendrick Lamar) (Explicit Ver.)-Eminem.wav,22
8846,Tone Deaf (Explicit Ver.)-Eminem.wav,23
8847,Not Alike (Feat. Royce Da 5'9) (Explicit Ver.)-Eminem.wav,19
8848,"The Adventures Of Moon Man & Slim Shady-Kid Cudi, Eminem.wav",36
8849,"Bitch Please II (Feat. Dr. Dre, Snoop Dogg, Xzibit & Nate Dogg) (Explicit Ver.)-Eminem.wav",25
8850,Discombobulated (Explicit Ver.)-Eminem.wav,36
8851,Cleanin' Out My Closet (Explicit Ver.)-Eminem.wav,19
8852,Guts Over Fear (Feat. Sia) (Explicit Ver.)-Eminem.wav,22
8853,Fall (Explicit Ver.)-Eminem.wav,21
8854,Beautiful Pain (Feat. Sia) (Explicit Ver.)-Eminem.wav,13
8855,Favorite Bitch (Feat. Ty Dolla $ign) (Explicit Ver.)-Eminem.wav,25
8856,Guns Blazing (Feat. Sly Pyper & Dr. Dre) (Explicit Ver.)-Eminem.wav,36
8857,We Made You-Eminem.wav,33
8858,Headlights (Feat. Nate Ruess) (Explicit Ver.)-Eminem.wav,11
8859,White America (Explicit Ver.)-Eminem.wav,20
8860,Unaccommodating (Feat. Young M.A)-Eminem.wav,26
8861,Soldier (Explicit Ver.)-Eminem.wav,22
8862,"You Gon’ Learn (Feat. Royce Da 5'9"" & White Gold)-Eminem.wav",22
8863,The Ringer (Explicit Ver.)-Eminem.wav,25
8864,Berzerk (Explicit Ver.)-Eminem.wav,20
8865,Crack A Bottle (Feat. Dr. Dre & 50 Cent)-Eminem.wav,22
8866,I'm Back (Explicit Ver.)-Eminem.wav,25
8867,Lock It Up (Feat. Anderson .Paak) (Explicit Ver.)-Eminem.wav,26
8868,Those Kinda Nights (Feat. Ed Sheeran) (Explicit Ver.)-Eminem.wav,25
